topic,time_ns
Lotus,5007750
Baseline,1769709
Lotus,6247792
Baseline,2484334
Lotus,9902875
Baseline,1406083
Lotus,5706500
Baseline,2541375
Lotus,9785208
Baseline,1880458
Lotus,7711083
Baseline,2193458
Lotus,10326500
Baseline,2565875
Lotus,8094959
Baseline,1615208
Lotus,7944167
Baseline,1539667
Lotus,11418000
Baseline,3472625
Lotus,9256833
Baseline,1181542
Lotus,7089792
Baseline,3136750
Lotus,10497750
Baseline,1693083
Lotus,6499667
Baseline,2501792
Lotus,10044292
Baseline,2204459
Lotus,7478709
Baseline,1690042
Lotus,6744167
Baseline,1964083
Lotus,6670417
Baseline,1870792
Lotus,7288792
Baseline,1311209
Lotus,5705959
Baseline,2308084
Lotus,11287167
Baseline,1394208
Lotus,6426541
Baseline,1031875
Lotus,23606375
Baseline,1684625
Lotus,6512833
Baseline,987917
Lotus,5456917
Baseline,3069916
Lotus,7588916
Baseline,1818000
Lotus,7076416
Baseline,1800959
Lotus,7010709
Baseline,2241709
Lotus,8069500
Baseline,2807750
Lotus,7965083
Baseline,3092541
Lotus,9420583
Baseline,1655458
Lotus,6460500
Baseline,1558084
Lotus,6757542
Baseline,1597542
Lotus,6828417
Baseline,1500000
Lotus,6960292
Baseline,2024208
Lotus,6766875
Baseline,2002917
Lotus,7690292
Baseline,1502875
Lotus,7444292
Baseline,1607542
Lotus,7581542
Baseline,1561167
Lotus,6386875
Baseline,1316625
Lotus,9064208
Baseline,1500167
Lotus,6325209
Baseline,1354083
Lotus,5516792
Baseline,1052417
Lotus,5123167
Baseline,1383500
Lotus,6948666
Baseline,1903625
Lotus,7699250
Baseline,2969958
Lotus,9160250
Baseline,1574541
Lotus,8381166
Baseline,2142250
Lotus,7969750
Baseline,1476833
Lotus,7621666
Baseline,1495916
Lotus,6000541
Baseline,3144125
Lotus,8663500
Baseline,1715375
Lotus,8162875
Baseline,1182833
Lotus,7005333
Baseline,2620208
Lotus,7935667
Baseline,1411584
Lotus,6052917
Baseline,1017041
Lotus,6191291
Baseline,1023208
Lotus,4411375
Baseline,957167
Lotus,4422417
Baseline,950333
Lotus,4945666
Baseline,990541
Lotus,4567958
Baseline,1482125
Lotus,6464208
Baseline,834875
Lotus,3938250
Baseline,1060083
Lotus,5690916
Baseline,1608542
Lotus,6564792
Baseline,2129417
Lotus,9645042
Baseline,2887208
Lotus,6830792
Baseline,1002666
Lotus,4373791
Baseline,1875083
Lotus,7096708
Baseline,1719416
Lotus,6430125
Baseline,1705250
Lotus,7084042
Baseline,1822333
Lotus,6392250
Baseline,1804625
Lotus,6455708
Baseline,2189125
Lotus,8007875
Baseline,2432375
Lotus,8457125
Baseline,1839833
Lotus,7393291
Baseline,1914084
Lotus,7278917
Baseline,1044291
Lotus,5160791
Baseline,1403084
Lotus,6153209
Baseline,893917
Lotus,4014084
Baseline,854750
Lotus,4018959
Baseline,984500
Lotus,5046084
Baseline,1251250
Lotus,5591000
Baseline,1342209
Lotus,9830959
Baseline,988208
Lotus,4711917
Baseline,1508125
Lotus,6554208
Baseline,1315250
Lotus,7066041
Baseline,947958
Lotus,4154917
Baseline,1386958
Lotus,5889625
Baseline,977417
Lotus,5128125
Baseline,1086542
Lotus,6384750
Baseline,1217167
Lotus,4249459
Baseline,1193917
Lotus,4844584
Baseline,1840959
Lotus,6957417
Baseline,1500208
Lotus,6059958
Baseline,1609083
Lotus,5875833
Baseline,1107791
Lotus,6097958
Baseline,838375
Lotus,5544667
Baseline,1173042
Lotus,6850917
Baseline,2276584
Lotus,8796500
Baseline,1739250
Lotus,6532458
Baseline,1928958
Lotus,7514958
Baseline,2734041
Lotus,9062666
Baseline,1747500
Lotus,7412250
Baseline,1872834
Lotus,7101250
Baseline,1178958
Lotus,5799583
Baseline,1592250
Lotus,6830875
Baseline,1334500
Lotus,6067542
Baseline,1362125
Lotus,4936666
Baseline,874709
Lotus,4531209
Baseline,1498708
Lotus,5090667
Baseline,1269000
Lotus,6746584
Baseline,1296375
Lotus,6203917
Baseline,3177750
Lotus,10925208
Baseline,951000
Lotus,4019083
Baseline,805583
Lotus,4860333
Baseline,1017542
Lotus,6462625
Baseline,1033709
Lotus,6057459
Baseline,991583
Lotus,7255625
Baseline,1658625
Lotus,6716709
Baseline,5630250
Lotus,12974584
Baseline,1764208
Lotus,6876750
Baseline,1514916
Lotus,5669083
Baseline,1336625
Lotus,6306750
Baseline,863542
Lotus,5517959
Baseline,1015959
Lotus,4815042
Baseline,1130333
Lotus,4458291
Baseline,1342625
Lotus,6553833
Baseline,1286666
Lotus,6077750
Baseline,1726000
Lotus,6646791
Baseline,906875
Lotus,5447458
Baseline,1204417
Lotus,5262084
Baseline,961625
Lotus,4761041
Baseline,1127750
Lotus,7279500
Baseline,967792
Lotus,4736750
Baseline,1321500
Lotus,7541042
Baseline,2406917
Lotus,9313875
Baseline,1691917
Lotus,6833792
Baseline,1795250
Lotus,7321250
Baseline,901708
Lotus,4899416
Baseline,2562792
Lotus,9554458
Baseline,1035834
Lotus,5652584
Baseline,1616708
Lotus,8803416
Baseline,1792125
Lotus,7184542
Baseline,1244500
Lotus,6174417
Baseline,957917
Lotus,5657292
Baseline,1933709
Lotus,6621917
Baseline,1284750
Lotus,6730666
Baseline,1403208
Lotus,7138625
Baseline,1032084
Lotus,4843834
Baseline,1470500
Lotus,6025750
Baseline,3172209
Lotus,10138167
Baseline,2988125
Lotus,7649500
Baseline,1029000
Lotus,4943709
Baseline,1280667
Lotus,7613375
Baseline,1992625
Lotus,7511666
Baseline,1729750
Lotus,7284459
Baseline,2269750
Lotus,7772750
Baseline,1181959
Lotus,5864417
Baseline,976750
Lotus,5691459
Baseline,1208542
Lotus,7071250
Baseline,2462166
Lotus,8802083
Baseline,1421084
Lotus,6859875
Baseline,2277125
Lotus,8418625
Baseline,1548667
Lotus,7384625
Baseline,1529875
Lotus,8888500
Baseline,2163334
Lotus,8568334
Baseline,1193708
Lotus,6328667
Baseline,3216875
Lotus,8899750
Baseline,2557834
Lotus,9147584
Baseline,1461625
Lotus,6438458
Baseline,1674666
Lotus,6714791
Baseline,1768000
Lotus,7588959
Baseline,884833
Lotus,13643458
Baseline,850708
Lotus,6502042
Baseline,1177709
Lotus,6707667
Baseline,1235167
Lotus,6978625
Baseline,862875
Lotus,6134041
Baseline,1409084
Lotus,6563375
Baseline,2397417
Lotus,8706375
Baseline,1224500
Lotus,6619000
Baseline,1253250
Lotus,5622333
Baseline,852750
Lotus,4531458
Baseline,1354750
Lotus,5453083
Baseline,1148958
Lotus,9206792
Baseline,2117417
Lotus,7924042
Baseline,1817792
Lotus,11152584
Baseline,1397875
Lotus,6090875
Baseline,1208833
Lotus,7254916
Baseline,1064000
Lotus,7524667
Baseline,1863250
Lotus,7118875
Baseline,1583875
Lotus,6333750
Baseline,1418542
Lotus,7015708
Baseline,1468833
Lotus,6042542
Baseline,1158708
Lotus,5464500
Baseline,1693541
Lotus,6725541
Baseline,932500
Lotus,4339583
Baseline,855750
Lotus,10201292
Baseline,1500292
Lotus,6372292
Baseline,1923208
Lotus,7440666
Baseline,1264166
Lotus,6956166
Baseline,826750
Lotus,3866333
Baseline,795417
Lotus,4183000
Baseline,1038000
Lotus,6968958
Baseline,1424750
Lotus,6394750
Baseline,1838875
Lotus,8231542
Baseline,2360792
Lotus,8914042
Baseline,2005292
Lotus,8108167
Baseline,1444292
Lotus,5635667
Baseline,1635917
Lotus,6281250
Baseline,814500
Lotus,4676375
Baseline,1263833
Lotus,7519917
Baseline,1028416
Lotus,6435583
Baseline,934750
Lotus,6065209
Baseline,1205084
Lotus,6056375
Baseline,1446833
Lotus,7807041
Baseline,1702167
Lotus,7142625
Baseline,1485625
Lotus,7428584
Baseline,1582416
Lotus,8086291
Baseline,2363084
Lotus,9168334
Baseline,1240250
Lotus,5328209
Baseline,757375
Lotus,6593459
Baseline,1130667
Lotus,5363375
Baseline,1091625
Lotus,6237375
Baseline,768125
Lotus,4763500
Baseline,1033125
Lotus,5884541
Baseline,1867500
Lotus,6102459
Baseline,855083
Lotus,4260042
Baseline,1353500
Lotus,5389167
Baseline,1350916
Lotus,8272666
Baseline,1311250
Lotus,5979708
Baseline,888417
Lotus,6053792
Baseline,884625
Lotus,4636750
Baseline,1221417
Lotus,5363708
Baseline,952084
Lotus,6564500
Baseline,1470000
Lotus,5783791
Baseline,2141708
Lotus,8499000
Baseline,1268959
Lotus,6507542
Baseline,2598834
Lotus,8465250
Baseline,1438917
Lotus,6453667
Baseline,2127584
Lotus,7259834
Baseline,1301708
Lotus,6949250
Baseline,873167
Lotus,4516500
Baseline,852542
Lotus,5438584
Baseline,1040000
Lotus,7171583
Baseline,1357625
Lotus,6016875
Baseline,2368708
Lotus,8425750
Baseline,1607708
Lotus,6731583
Baseline,1375209
Lotus,6131584
Baseline,1248542
Lotus,5610625
Baseline,1254958
Lotus,5576792
Baseline,1739000
Lotus,7492542
Baseline,2259583
Lotus,9311125
Baseline,1496167
Lotus,6452667
Baseline,1969375
Lotus,7907375
Baseline,1948417
Lotus,8991958
Baseline,2416541
Lotus,8654291
Baseline,1100584
Lotus,6208042
Baseline,2668791
Lotus,9552875
Baseline,1902709
Lotus,7056084
Baseline,1968500
Lotus,8201917
Baseline,1645708
Lotus,6775792
Baseline,1073250
Lotus,6469542
Baseline,1670625
Lotus,7026833
Baseline,1765875
Lotus,6322375
Baseline,832459
Lotus,5913042
Baseline,870459
Lotus,5430750
Baseline,827250
Lotus,4445625
Baseline,845000
Lotus,4027625
Baseline,1038292
Lotus,6236792
Baseline,1344666
Lotus,7267041
Baseline,1563250
Lotus,6116458
Baseline,2254333
Lotus,7532541
Baseline,1382334
Lotus,5959375
Baseline,1012375
Lotus,4619667
Baseline,1375708
Lotus,21786208
Baseline,2361250
Lotus,7384167
Baseline,780958
Lotus,4300666
Baseline,1121917
Lotus,8594292
Baseline,1383167
Lotus,6445083
Baseline,923000
Lotus,4440125
Baseline,1027000
Lotus,7139792
Baseline,1386916
Lotus,5866458
Baseline,1299625
Lotus,5188250
Baseline,2786417
Lotus,9611042
Baseline,1416750
Lotus,5696292
Baseline,893000
Lotus,7098833
Baseline,933666
Lotus,4877125
Baseline,1108792
Lotus,4871958
Baseline,792417
Lotus,3802625
Baseline,804834
Lotus,4101250
Baseline,960125
Lotus,3910500
Baseline,1223084
Lotus,6807000
Baseline,1308000
Lotus,7759542
Baseline,1193125
Lotus,6319000
Baseline,2741583
Lotus,9058875
Baseline,1542250
Lotus,8375625
Baseline,1255375
Lotus,6436125
Baseline,1165042
Lotus,6524292
Baseline,964500
Lotus,6396167
Baseline,1542000
Lotus,6912541
Baseline,1155833
Lotus,5315375
Baseline,1659792
Lotus,7133958
Baseline,2292125
Lotus,8659041
Baseline,2152250
Lotus,6702833
Baseline,1488750
Lotus,5833459
Baseline,1450792
Lotus,6364000
Baseline,1532250
Lotus,7697166
Baseline,1164417
Lotus,6329875
Baseline,2066417
Lotus,8721958
Baseline,1267334
Lotus,6594250
Baseline,798584
Lotus,3791209
Baseline,1269083
Lotus,6926875
Baseline,2199125
Lotus,8637542
Baseline,1592917
Lotus,6228292
Baseline,1681583
Lotus,7159000
Baseline,1195250
Lotus,6019292
Baseline,2005333
Lotus,9239417
Baseline,1960834
Lotus,7940792
Baseline,2033584
Lotus,7566792
Baseline,2022250
Lotus,7973333
Baseline,1227917
Lotus,5800417
Baseline,1374834
Lotus,5519584
Baseline,1365958
Lotus,6037500
Baseline,2374000
Lotus,7770000
Baseline,929333
Lotus,7453458
Baseline,1105333
Lotus,4841333
Baseline,1387750
Lotus,5872500
Baseline,1276958
Lotus,5820791
Baseline,751291
Lotus,4229916
Baseline,1498834
Lotus,5336125
Baseline,1292500
Lotus,6506000
Baseline,1530209
Lotus,6078834
Baseline,2508042
Lotus,8622209
Baseline,1695583
Lotus,6605000
Baseline,2508583
Lotus,9817125
Baseline,1827667
Lotus,7581708
Baseline,2047042
Lotus,8030417
Baseline,1558250
Lotus,6904667
Baseline,2139833
Lotus,8837291
Baseline,1663083
Lotus,6284291
Baseline,2434083
Lotus,9840333
Baseline,1399167
Lotus,5803584
Baseline,976208
Lotus,6308083
Baseline,902000
Lotus,4614875
Baseline,1234583
Lotus,5623417
Baseline,1331500
Lotus,6294250
Baseline,1573750
Lotus,6023584
Baseline,1330292
Lotus,7327875
Baseline,2715041
Lotus,8717041
Baseline,2238250
Lotus,6789833
Baseline,2665792
Lotus,9340917
Baseline,1590792
Lotus,7190792
Baseline,802625
Lotus,3964042
Baseline,1017750
Lotus,8473833
Baseline,1218750
Lotus,6142583
Baseline,1095667
Lotus,5431583
Baseline,1884000
Lotus,7060250
Baseline,963375
Lotus,4363083
Baseline,822459
Lotus,5496959
Baseline,1138708
Lotus,7894416
Baseline,1599250
Lotus,6480209
Baseline,1857042
Lotus,9865584
Baseline,1281000
Lotus,5308500
Baseline,1294041
Lotus,5457416
Baseline,2150375
Lotus,8591708
Baseline,1773084
Lotus,7315250
Baseline,904375
Lotus,4049542
Baseline,1159750
Lotus,5285209
Baseline,1476709
Lotus,7577375
Baseline,1228291
Lotus,6372750
Baseline,1410916
Lotus,6591916
Baseline,920416
Lotus,6527666
Baseline,802042
Lotus,5236250
Baseline,1308458
Lotus,6316750
Baseline,2175000
Lotus,8722000
Baseline,1276208
Lotus,5658250
Baseline,1187375
Lotus,4906875
Baseline,1345500
Lotus,5696791
Baseline,2321167
Lotus,7919042
Baseline,1691833
Lotus,6679458
Baseline,974833
Lotus,4568333
Baseline,695000
Lotus,7974750
Baseline,978750
Lotus,5875166
Baseline,1551875
Lotus,6575833
Baseline,5552708
Lotus,10320416
Baseline,2154208
Lotus,8103750
Baseline,1828083
Lotus,7008291
Baseline,754167
Lotus,6382834
Baseline,1284208
Lotus,6095208
Baseline,962792
Lotus,6317250
Baseline,945250
Lotus,5504125
Baseline,1150000
Lotus,5609917
Baseline,1413416
Lotus,8541041
Baseline,1264417
Lotus,7494292
Baseline,1260417
Lotus,5837417
Baseline,1365625
Lotus,8720166
Baseline,2618541
Lotus,10146666
Baseline,1237000
Lotus,6499708
Baseline,2502958
Lotus,9309375
Baseline,1407167
Lotus,5856917
Baseline,1780583
Lotus,7586375
Baseline,1290958
Lotus,6475708
Baseline,2485834
Lotus,8220750
Baseline,1521875
Lotus,9021834
Baseline,1489084
Lotus,6257750
Baseline,1475416
Lotus,6165375
Baseline,2195667
Lotus,8520875
Baseline,1687542
Lotus,6714583
Baseline,888542
Lotus,4817208
Baseline,1023500
Lotus,5963667
Baseline,1467667
Lotus,8686208
Baseline,1406208
Lotus,6218666
Baseline,2431500
Lotus,8307041
Baseline,1289583
Lotus,6158708
Baseline,791167
Lotus,4222709
Baseline,1147875
Lotus,4880750
Baseline,1184125
Lotus,11838500
Baseline,1414542
Lotus,6449083
Baseline,1045333
Lotus,5239333
Baseline,1295000
Lotus,6336500
Baseline,2468958
Lotus,9488083
Baseline,1592333
Lotus,6295083
Baseline,1920583
Lotus,7442583
Baseline,1468709
Lotus,5803125
Baseline,2703209
Lotus,9565625
Baseline,1736000
Lotus,6445625
Baseline,1595458
Lotus,5995583
Baseline,1407375
Lotus,6586250
Baseline,1874542
Lotus,6627334
Baseline,1304291
Lotus,6803333
Baseline,989084
Lotus,7910500
Baseline,1232125
Lotus,7988667
Baseline,1200583
Lotus,6305000
Baseline,774292
Lotus,4021584
Baseline,840125
Lotus,6356375
Baseline,1561333
Lotus,6358416
Baseline,1431208
Lotus,6658291
Baseline,1565542
Lotus,6148292
Baseline,1614709
Lotus,7710500
Baseline,1427000
Lotus,5888583
Baseline,1255292
Lotus,6478834
Baseline,1438292
Lotus,6617042
Baseline,1187792
Lotus,5499917
Baseline,1455791
Lotus,6270125
Baseline,1565042
Lotus,6571042
Baseline,1624500
Lotus,5738334
Baseline,1207250
Lotus,6199708
Baseline,1227375
Lotus,5825833
Baseline,1283125
Lotus,7069334
Baseline,1750542
Lotus,7511792
Baseline,2409125
Lotus,7258417
Baseline,1276667
Lotus,5434584
Baseline,1873875
Lotus,6720584
Baseline,1860334
Lotus,7431084
Baseline,1990917
Lotus,7743542
Baseline,1678250
Lotus,6467083
Baseline,1157666
Lotus,6865208
Baseline,1217875
Lotus,5714666
Baseline,1174000
Lotus,7485333
Baseline,1604667
Lotus,7048792
Baseline,1777458
Lotus,6834625
Baseline,1835084
Lotus,6991459
Baseline,1859875
Lotus,7173542
Baseline,3211875
Lotus,9019916
Baseline,2518375
Lotus,9945667
Baseline,2298834
Lotus,8203417
Baseline,1356459
Lotus,5642834
Baseline,915250
Lotus,5671750
Baseline,991792
Lotus,5212167
Baseline,1311667
Lotus,7161375
Baseline,1611458
Lotus,7735583
Baseline,1541583
Lotus,6549458
Baseline,3330791
Lotus,11307208
Baseline,2422541
Lotus,8284250
Baseline,2310250
Lotus,7738166
Baseline,1847708
Lotus,8716875
Baseline,2058584
Lotus,7851959
Baseline,1326875
Lotus,5880250
Baseline,2481333
Lotus,9646083
Baseline,1513958
Lotus,6164833
Baseline,1837292
Lotus,6959292
Baseline,1721125
Lotus,6514167
Baseline,1726958
Lotus,7221083
Baseline,1668334
Lotus,7726500
Baseline,1615000
Lotus,6477833
Baseline,1510083
Lotus,6817791
Baseline,1788041
Lotus,6063791
Baseline,1803834
Lotus,6280667
Baseline,1756042
Lotus,7632750
Baseline,1820750
Lotus,7157625
Baseline,1875959
Lotus,7634584
Baseline,1755958
Lotus,7250416
Baseline,1635500
Lotus,6548291
Baseline,1868292
Lotus,7353042
Baseline,1674875
Lotus,6943250
Baseline,1435375
Lotus,5743958
Baseline,1958875
Lotus,9113750
Baseline,1662958
Lotus,7047541
Baseline,1810209
Lotus,6816000
Baseline,1164209
Lotus,5286917
Baseline,1452792
Lotus,6756542
Baseline,2304792
Lotus,7654708
Baseline,1494125
Lotus,6485042
Baseline,1622041
Lotus,7326250
Baseline,1108875
Lotus,4702125
Baseline,1376333
Lotus,5336542
Baseline,1827541
Lotus,7276791
Baseline,1647458
Lotus,5803875
Baseline,1898625
Lotus,7532542
Baseline,2295500
Lotus,7708875
Baseline,1843500
Lotus,7137334
Baseline,1944917
Lotus,7232500
Baseline,2065334
Lotus,7657875
Baseline,1219541
Lotus,7040541
Baseline,1868500
Lotus,11002833
Baseline,1729208
Lotus,6821541
Baseline,2273750
Lotus,7308667
Baseline,2336625
Lotus,7491625
Baseline,1313459
Lotus,5993250
Baseline,1774375
Lotus,7019166
Baseline,1903917
Lotus,7765958
Baseline,2742500
Lotus,8539000
Baseline,2027083
Lotus,7977958
Baseline,913292
Lotus,5157667
Baseline,888208
Lotus,5760042
Baseline,4415041
Lotus,17404416
Baseline,1641208
Lotus,8524041
Baseline,2061958
Lotus,12135958
Baseline,1990042
Lotus,7835875
Baseline,2100875
Lotus,8162541
Baseline,2872458
Lotus,9057791
Baseline,1622583
Lotus,6534583
Baseline,1478916
Lotus,7955166
Baseline,1826708
Lotus,6983208
Baseline,2182041
Lotus,10054208
Baseline,1779542
Lotus,8857167
Baseline,1757416
Lotus,8780208
Baseline,1501875
Lotus,7710875
Baseline,2020625
Lotus,8213791
Baseline,1024792
Lotus,7251667
Baseline,1956417
Lotus,7407667
Baseline,2442875
Lotus,6505583
Baseline,2027041
Lotus,9256458
Baseline,1861334
Lotus,7571125
Baseline,1746708
Lotus,9260208
Baseline,1421291
Lotus,6116708
Baseline,1610333
Lotus,6323458
Baseline,2022041
Lotus,6516583
Baseline,2128833
Lotus,6791167
Baseline,1628417
Lotus,6993000
Baseline,1954583
Lotus,7195708
Baseline,1480875
Lotus,7421875
Baseline,2165875
Lotus,7394875
Baseline,2191875
Lotus,9267542
Baseline,1882375
Lotus,8066250
Baseline,1631625
Lotus,7746458
Baseline,1574542
Lotus,6638875
Baseline,1477375
Lotus,5533875
Baseline,2281250
Lotus,9664709
Baseline,2043250
Lotus,7264500
Baseline,1973500
Lotus,7911083
Baseline,1070541
Lotus,8054083
Baseline,2381000
Lotus,8766042
Baseline,1141500
Lotus,6941167
Baseline,1680291
Lotus,6948916
Baseline,2250584
Lotus,7669834
Baseline,1974333
Lotus,6361791
Baseline,1990042
Lotus,7487042
Baseline,1939292
Lotus,7642708
Baseline,1479166
Lotus,7069208
Baseline,1288000
Lotus,5185333
Baseline,1842875
Lotus,8310334
Baseline,2253833
Lotus,7636625
Baseline,2244833
Lotus,9370083
Baseline,2394375
Lotus,8041292
Baseline,1182917
Lotus,5774958
Baseline,1977667
Lotus,9539375
Baseline,1824584
Lotus,7651209
Baseline,1507125
Lotus,5905042
Baseline,2154542
Lotus,8210500
Baseline,1914375
Lotus,7798292
Baseline,2024958
Lotus,6472792
Baseline,1057292
Lotus,4747042
Baseline,1781042
Lotus,7699417
Baseline,1163458
Lotus,7242708
Baseline,2619416
Lotus,8409500
Baseline,1630125
Lotus,6603625
Baseline,2023750
Lotus,6677042
Baseline,1757041
Lotus,7532708
Baseline,1571250
Lotus,5857209
Baseline,1914500
Lotus,6782458
Baseline,1949958
Lotus,7025458
Baseline,2380125
Lotus,10315333
Baseline,1340959
Lotus,7375625
Baseline,1275958
Lotus,6912583
Baseline,1380750
Lotus,5562500
Baseline,1954792
Lotus,6848667
Baseline,1594500
Lotus,7897542
Baseline,2548875
Lotus,8102291
Baseline,1889834
Lotus,7768417
Baseline,2129000
Lotus,8697458
Baseline,2060500
Lotus,7607209
Baseline,2077708
Lotus,8146500
Baseline,1764958
Lotus,7404416
Baseline,1932375
Lotus,7118250
Baseline,1842834
Lotus,7225625
Baseline,1971792
Lotus,8272125
Baseline,1476167
Lotus,7353042
Baseline,1326667
Lotus,5354875
Baseline,1819959
Lotus,6463292
Baseline,1671833
Lotus,8363416
Baseline,1364708
Lotus,5544750
Baseline,1329917
Lotus,5565583
Baseline,1023875
Lotus,4912000
Baseline,1371708
Lotus,5376958
Baseline,1437750
Lotus,6386542
Baseline,2581625
Lotus,9926916
Baseline,2414542
Lotus,6741750
Baseline,1680125
Lotus,7478875
Baseline,2386458
Lotus,8507125
Baseline,2397667
Lotus,8271000
Baseline,1308750
Lotus,5345291
Baseline,2127667
Lotus,7623458
Baseline,994334
Lotus,4314042
Baseline,1078208
Lotus,6092541
Baseline,1556833
Lotus,6638083
Baseline,2189791
Lotus,8243833
Baseline,794791
Lotus,3921250
Baseline,1081250
Lotus,5455250
Baseline,1444708
Lotus,6927208
Baseline,1645958
Lotus,6915458
Baseline,1386416
Lotus,5666541
Baseline,2061583
Lotus,11054958
Baseline,1245458
Lotus,5400291
Baseline,1774375
Lotus,7030834
Baseline,1585375
Lotus,7173000
Baseline,1842334
Lotus,7425292
Baseline,1740084
Lotus,6537709
Baseline,2521167
Lotus,8830542
Baseline,2060500
Lotus,9430083
Baseline,1929917
Lotus,8328458
Baseline,1600875
Lotus,6190125
Baseline,1464459
Lotus,8993167
Baseline,1426125
Lotus,5995125
Baseline,1978417
Lotus,7673917
Baseline,1379917
Lotus,7888042
Baseline,2658042
Lotus,8775750
Baseline,2773750
Lotus,9692750
Baseline,2079000
Lotus,9726792
Baseline,1903584
Lotus,6555875
Baseline,1909875
Lotus,8417333
Baseline,2396166
Lotus,8429625
Baseline,2553250
Lotus,8505625
Baseline,1633208
Lotus,8091833
Baseline,1759333
Lotus,7857750
Baseline,2111792
Lotus,6990417
Baseline,2145458
Lotus,8402916
Baseline,2007000
Lotus,7366750
Baseline,1993750
Lotus,8833167
Baseline,1943416
Lotus,7958833
Baseline,1849833
Lotus,8481583
Baseline,2759292
Lotus,8010875
Baseline,1946375
Lotus,8312625
Baseline,2074958
Lotus,8216458
Baseline,2486125
Lotus,8522834
Baseline,1715625
Lotus,8589125
Baseline,1060042
Lotus,7177000
Baseline,1331792
Lotus,6669125
Baseline,2354792
Lotus,9453875
Baseline,2149416
Lotus,7012791
Baseline,1809458
Lotus,7469333
Baseline,1905750
Lotus,10828834
Baseline,2418584
Lotus,8076625
Baseline,1678041
Lotus,5766166
Baseline,2382542
Lotus,10815084
Baseline,1650833
Lotus,6891458
Baseline,1844334
Lotus,8954292
Baseline,1896042
Lotus,7965084
Baseline,1908542
Lotus,9623333
Baseline,1283959
Lotus,8162875
Baseline,2236250
Lotus,8572792
Baseline,2287084
Lotus,8236750
Baseline,1746792
Lotus,7024500
Baseline,1597542
Lotus,6735584
Baseline,1346208
Lotus,6963833
Baseline,1206833
Lotus,6256708
Baseline,1472834
Lotus,6961834
Baseline,1828750
Lotus,7693125
Baseline,1887167
Lotus,6899042
Baseline,960625
Lotus,5741708
Baseline,1388458
Lotus,7842250
Baseline,1548083
Lotus,6699166
Baseline,1341709
Lotus,5219917
Baseline,2883834
Lotus,10717792
Baseline,2701084
Lotus,14016625
Baseline,786000
Lotus,6486208
Baseline,1080625
Lotus,6249500
Baseline,766250
Lotus,5075708
Baseline,1086125
Lotus,5648584
Baseline,810541
Lotus,9978333
Baseline,872000
Lotus,10931416
Baseline,959000
Lotus,5776375
Baseline,1467583
Lotus,7133708
Baseline,2289125
Lotus,7687125
Baseline,1429416
Lotus,5566250
Baseline,2155584
Lotus,8414834
Baseline,1705583
Lotus,7310166
Baseline,1766167
Lotus,7496542
Baseline,1161083
Lotus,4934292
Baseline,1327333
Lotus,6591583
Baseline,1302542
Lotus,5531000
Baseline,2314875
Lotus,8566208
Baseline,1420708
Lotus,5673542
Baseline,2120584
Lotus,8165042
Baseline,1762709
Lotus,7585417
Baseline,2184000
Lotus,10222625
Baseline,1603458
Lotus,6851042
Baseline,2235708
Lotus,17288417
Baseline,1501750
Lotus,5919334
Baseline,2361000
Lotus,8730542
Baseline,1727334
Lotus,5835792
Baseline,1773167
Lotus,7850375
Baseline,1152000
Lotus,4895209
Baseline,1176291
Lotus,6491458
Baseline,1119458
Lotus,5553625
Baseline,1495250
Lotus,8817125
Baseline,1262916
Lotus,5947000
Baseline,1114833
Lotus,5176083
Baseline,1759333
Lotus,6740166
Baseline,2553000
Lotus,8719541
Baseline,1100791
Lotus,6766375
Baseline,2571792
Lotus,9792750
Baseline,834167
Lotus,5799500
Baseline,1077709
Lotus,6145084
Baseline,1257334
Lotus,6323292
Baseline,2522834
Lotus,10264292
Baseline,1051959
Lotus,6527500
Baseline,2456375
Lotus,8828375
Baseline,1719750
Lotus,7974208
Baseline,2236709
Lotus,11256709
Baseline,1645208
Lotus,8313666
Baseline,2281042
Lotus,8233458
Baseline,1654042
Lotus,9780000
Baseline,2650375
Lotus,9517334
Baseline,2413500
Lotus,7753250
Baseline,2317917
Lotus,9712459
Baseline,1735458
Lotus,6371625
Baseline,697000
Lotus,4083042
Baseline,1169291
Lotus,5652625
Baseline,2161750
Lotus,10640208
Baseline,1329417
Lotus,5547000
Baseline,2303542
Lotus,12823584
Baseline,1596292
Lotus,6815042
Baseline,2318125
Lotus,9430292
Baseline,1902250
Lotus,6300500
Baseline,2111791
Lotus,8391666
Baseline,779458
Lotus,4271667
Baseline,1066167
Lotus,4517334
Baseline,2157625
Lotus,6674667
Baseline,1835042
Lotus,7949292
Baseline,1422916
Lotus,7371375
Baseline,2561542
Lotus,8899250
Baseline,1165625
Lotus,5233875
Baseline,2356084
Lotus,10881959
Baseline,1189416
Lotus,6370583
Baseline,1232917
Lotus,5088958
Baseline,2485500
Lotus,8566875
Baseline,2326375
Lotus,8134583
Baseline,762541
Lotus,3898583
Baseline,846167
Lotus,4586167
Baseline,1406666
Lotus,6450416
Baseline,2430625
Lotus,8182916
Baseline,1086959
Lotus,6965334
Baseline,1306542
Lotus,6937625
Baseline,1394667
Lotus,8920458
Baseline,1921333
Lotus,7432000
Baseline,1526125
Lotus,6531583
Baseline,2418625
Lotus,8969917
Baseline,1462708
Lotus,6354916
Baseline,2303750
Lotus,8401458
Baseline,1570917
Lotus,6494708
Baseline,2265500
