topic,time_ns
Lotus,9985041
Baseline,2416125
Lotus,9911041
Baseline,2594459
Lotus,10188292
Baseline,2838458
Lotus,9978000
Baseline,1593833
Lotus,10621541
Baseline,1926500
Lotus,10171334
Baseline,1898667
Lotus,10373875
Baseline,1587750
Lotus,7888042
Baseline,2583625
Lotus,14398875
Baseline,1787166
Lotus,7349000
Baseline,2287459
Lotus,10369584
Baseline,1382208
Lotus,5765000
Baseline,2671625
Lotus,11694292
Baseline,2716292
Lotus,10333917
Baseline,2712583
Lotus,12543042
Baseline,1781041
Lotus,8016750
Baseline,11501208
Lotus,33784708
Baseline,3409084
Lotus,11000709
Baseline,3067833
Lotus,10780167
Baseline,2170833
Lotus,10262083
Baseline,4130208
Lotus,17220916
Baseline,1261125
Lotus,7008416
Baseline,2767291
Lotus,12144166
Baseline,901458
Lotus,4798208
Baseline,1427416
Lotus,8453791
Baseline,1118083
Lotus,5198417
Baseline,933875
Lotus,4704709
Baseline,1546584
Lotus,8455084
Baseline,1379625
Lotus,5911541
Baseline,1058083
Lotus,5167500
Baseline,4537333
Lotus,13855250
Baseline,1041333
Lotus,7345417
Baseline,1037458
Lotus,6742875
Baseline,1744416
Lotus,8477958
Baseline,3175292
Lotus,14728292
Baseline,900209
Lotus,5792125
Baseline,1750916
Lotus,10457833
Baseline,3423750
Lotus,10843417
Baseline,1788792
Lotus,8908625
Baseline,2657833
Lotus,9146958
Baseline,2037916
Lotus,10218500
Baseline,1801708
Lotus,8633958
Baseline,1461834
Lotus,8492250
Baseline,2082042
Lotus,8672458
Baseline,2581708
Lotus,7761666
Baseline,2112500
Lotus,8580541
Baseline,1149417
Lotus,5318375
Baseline,2395333
Lotus,9984833
Baseline,2866667
Lotus,11369333
Baseline,1802917
Lotus,8980125
Baseline,1860583
Lotus,6734083
Baseline,2881250
Lotus,8938000
Baseline,1809041
Lotus,15765708
Baseline,1352791
Lotus,7222166
Baseline,5378083
Lotus,13442500
Baseline,2161250
Lotus,9939583
Baseline,1235958
Lotus,6365375
Baseline,1845250
Lotus,7264583
Baseline,3491584
Lotus,15592584
Baseline,1739750
Lotus,6093042
Baseline,1701584
Lotus,7812459
Baseline,1960833
Lotus,9217833
Baseline,3258792
Lotus,11943208
Baseline,2649375
Lotus,10697875
Baseline,2925083
Lotus,10417416
Baseline,3222166
Lotus,12364083
Baseline,3640250
Lotus,13619042
Baseline,2006750
Lotus,7785125
Baseline,4655709
Lotus,11608542
Baseline,1826917
Lotus,8726583
Baseline,11142541
Lotus,20689625
Baseline,1965250
Lotus,11914417
Baseline,2755209
Lotus,9531834
Baseline,1551833
Lotus,9024750
Baseline,2763709
Lotus,10164792
Baseline,2074958
Lotus,8676708
Baseline,4732417
Lotus,13967375
Baseline,2563625
Lotus,9616750
Baseline,4835958
Lotus,10560833
Baseline,2893000
Lotus,13372208
Baseline,2185833
Lotus,8632166
Baseline,2676333
Lotus,10011458
Baseline,1730375
Lotus,10311291
Baseline,2173208
Lotus,7700292
Baseline,1675667
Lotus,12148292
Baseline,1862875
Lotus,7496833
Baseline,3702042
Lotus,16519458
Baseline,3597000
Lotus,12830333
Baseline,3332625
Lotus,12305792
Baseline,1617500
Lotus,6546417
Baseline,1938583
Lotus,10059708
Baseline,1905208
Lotus,8157666
Baseline,4465875
Lotus,12098709
Baseline,2452375
Lotus,10248667
Baseline,2670416
Lotus,8369208
Baseline,1514167
Lotus,9050625
Baseline,2165000
Lotus,11422000
Baseline,1273208
Lotus,6264583
Baseline,2631292
Lotus,10618917
Baseline,3443250
Lotus,12638334
Baseline,3738125
Lotus,12304208
Baseline,1749333
Lotus,10939208
Baseline,3033917
Lotus,10256250
Baseline,2961167
Lotus,11754584
Baseline,3235542
Lotus,13161500
Baseline,2013625
Lotus,8173334
Baseline,3268125
Lotus,14227875
Baseline,3320541
Lotus,12772583
Baseline,3200791
Lotus,10854291
Baseline,2958542
Lotus,11844667
Baseline,3948083
Lotus,10409000
Baseline,1494250
Lotus,7697958
Baseline,4459250
Lotus,13855083
Baseline,2247833
Lotus,11712833
Baseline,2824083
Lotus,13009542
Baseline,2645958
Lotus,13022667
Baseline,3929667
Lotus,12367792
Baseline,2793750
Lotus,12439375
Baseline,3137875
Lotus,10193875
Baseline,3951791
Lotus,12954041
Baseline,3090291
Lotus,12678083
Baseline,1404333
Lotus,8311541
Baseline,2351334
Lotus,9233542
Baseline,2581791
Lotus,12256208
Baseline,2763750
Lotus,11148458
Baseline,2811625
Lotus,12503083
Baseline,2801209
Lotus,11226500
Baseline,2661417
Lotus,12795375
Baseline,3785209
Lotus,15041500
Baseline,1680750
Lotus,7089167
Baseline,2498292
Lotus,9879959
Baseline,3204584
Lotus,13350334
Baseline,3484041
Lotus,11913166
Baseline,3181958
Lotus,19041791
Baseline,2802958
Lotus,9337416
Baseline,1042916
Lotus,4550916
Baseline,951125
Lotus,6093833
Baseline,2942958
Lotus,12228708
Baseline,1987375
Lotus,9879583
Baseline,2252167
Lotus,10316208
Baseline,3593334
Lotus,12086250
Baseline,1946583
Lotus,11349000
Baseline,3082459
Lotus,9838375
Baseline,3256291
Lotus,13280083
Baseline,2624625
Lotus,10981417
Baseline,2941084
Lotus,12868917
Baseline,2366584
Lotus,17577417
Baseline,3140250
Lotus,13441792
Baseline,1788250
Lotus,9953417
Baseline,2721833
Lotus,10473000
Baseline,3042250
Lotus,11474708
Baseline,2607541
Lotus,10882166
Baseline,2542000
Lotus,10850375
Baseline,2116542
Lotus,8962292
Baseline,2924375
Lotus,10820958
Baseline,2466042
Lotus,11086167
Baseline,2636166
Lotus,10909250
Baseline,2560750
Lotus,11866583
Baseline,1431292
Lotus,5340625
Baseline,1245916
Lotus,7536750
Baseline,3004542
Lotus,10531500
Baseline,2636291
Lotus,12351875
Baseline,4361708
Lotus,15891208
Baseline,29070667
Lotus,33385042
Baseline,1930833
Lotus,8941708
Baseline,2433125
Lotus,11326917
Baseline,3094209
Lotus,12115792
Baseline,2178583
Lotus,7689750
Baseline,2134834
Lotus,10630459
Baseline,1695875
Lotus,8604917
Baseline,2898084
Lotus,10532834
Baseline,2067000
Lotus,10251416
Baseline,3560542
Lotus,11375667
Baseline,2511584
Lotus,11761000
Baseline,2039875
Lotus,9471458
Baseline,2057583
Lotus,8773375
Baseline,4031791
Lotus,12222750
Baseline,1412209
Lotus,8872667
Baseline,2377583
Lotus,12561333
Baseline,4031584
Lotus,12722709
Baseline,2330708
Lotus,11062833
Baseline,2574291
Lotus,9642000
Baseline,2772541
Lotus,8671875
Baseline,1535541
Lotus,7749541
Baseline,2938625
Lotus,14873542
Baseline,2137334
Lotus,8803959
Baseline,2594417
Lotus,11233625
Baseline,3044375
Lotus,14347042
Baseline,2893500
Lotus,12693500
Baseline,2389708
Lotus,15929875
Baseline,2632709
Lotus,11074084
Baseline,3106458
Lotus,13154708
Baseline,3126875
Lotus,19506208
Baseline,2441958
Lotus,8524291
Baseline,2347625
Lotus,8837291
Baseline,2104834
Lotus,8999334
Baseline,1809209
Lotus,10104959
Baseline,1377041
Lotus,9328833
Baseline,4139667
Lotus,17893333
Baseline,1346667
Lotus,8290375
Baseline,2332500
Lotus,16578166
Baseline,1172125
Lotus,5644084
Baseline,1337042
Lotus,6581083
Baseline,1625416
Lotus,7032000
Baseline,2500042
Lotus,9602042
Baseline,1689291
Lotus,8461708
Baseline,2620584
Lotus,13524042
Baseline,2462500
Lotus,12835792
Baseline,3187708
Lotus,15143125
Baseline,2307416
Lotus,11697041
Baseline,2560375
Lotus,10131875
Baseline,2500958
Lotus,9648125
Baseline,3154041
Lotus,11228166
Baseline,3124167
Lotus,13195000
Baseline,2925250
Lotus,10321709
Baseline,2770917
Lotus,10491958
Baseline,2678000
Lotus,10680791
Baseline,3295083
Lotus,13052083
Baseline,7429167
Lotus,14213542
Baseline,1692958
Lotus,8359625
Baseline,3215084
Lotus,11453834
Baseline,3091292
Lotus,12421792
Baseline,3225583
Lotus,10795083
Baseline,2370833
Lotus,11860916
Baseline,3114667
Lotus,14018292
Baseline,1488542
Lotus,6165750
Baseline,3313542
Lotus,9364167
Baseline,1305041
Lotus,6111500
Baseline,3451500
Lotus,11465208
Baseline,2394625
Lotus,9002208
Baseline,1696917
Lotus,9747042
Baseline,2063292
Lotus,13950208
Baseline,38942209
Lotus,46466167
Baseline,2104083
Lotus,8925833
Baseline,1957625
Lotus,8916708
Baseline,2032417
Lotus,10969000
Baseline,4332333
Lotus,13466958
Baseline,2371709
Lotus,9637334
Baseline,3252041
Lotus,10109458
Baseline,2579917
Lotus,10729458
Baseline,2679125
Lotus,11417000
Baseline,1808834
Lotus,7888875
Baseline,3268791
Lotus,12544666
Baseline,2749875
Lotus,24119875
Baseline,1966042
Lotus,10720459
Baseline,2147250
Lotus,10185167
Baseline,2237166
Lotus,9367000
Baseline,2616541
Lotus,11848416
Baseline,2811375
Lotus,9885000
Baseline,2504167
Lotus,12805250
Baseline,1506959
Lotus,8371292
Baseline,1606125
Lotus,8215167
Baseline,5438250
Lotus,15842583
Baseline,1555084
Lotus,6319375
Baseline,1646042
Lotus,8605667
Baseline,2226458
Lotus,11285166
Baseline,3221542
Lotus,20937625
Baseline,2143792
Lotus,8523125
Baseline,2596709
Lotus,12643959
Baseline,2060375
Lotus,8281333
Baseline,2933042
Lotus,13043708
Baseline,2035750
Lotus,8289500
Baseline,2585333
Lotus,10543333
Baseline,2084333
Lotus,8922500
Baseline,1579375
Lotus,13113208
Baseline,2158083
Lotus,9231542
Baseline,20079208
Lotus,29709541
Baseline,1046042
Lotus,5458000
Baseline,2198875
Lotus,9559875
Baseline,1573750
Lotus,6671625
Baseline,2459791
Lotus,8566500
Baseline,1942791
Lotus,10978833
Baseline,2353917
Lotus,8176834
Baseline,3195708
Lotus,13547583
Baseline,2242416
Lotus,9658833
Baseline,2602542
Lotus,12182167
Baseline,1574541
Lotus,8193958
Baseline,912333
Lotus,4788750
Baseline,1292708
Lotus,8613833
Baseline,1480792
Lotus,6530584
Baseline,1450000
Lotus,6460584
Baseline,2566083
Lotus,9276000
Baseline,1380000
Lotus,6314833
Baseline,1695209
Lotus,9669584
Baseline,1620625
Lotus,5203167
Baseline,2227833
Lotus,11227875
Baseline,1543791
Lotus,7092750
Baseline,1730500
Lotus,10953084
Baseline,1645375
Lotus,7106000
Baseline,3020667
Lotus,11177000
Baseline,2952750
Lotus,14412292
Baseline,2248292
Lotus,11025292
Baseline,1761042
Lotus,10308584
Baseline,4015084
Lotus,14142542
Baseline,914583
Lotus,4340958
Baseline,1754541
Lotus,7262291
Baseline,2637958
Lotus,11767333
Baseline,2387542
Lotus,9087125
Baseline,2511000
Lotus,11942042
Baseline,2177375
Lotus,8578625
Baseline,2964000
Lotus,13542959
Baseline,2103250
Lotus,7272125
Baseline,2375917
Lotus,12001000
Baseline,2311750
Lotus,11122625
Baseline,2881625
Lotus,12653625
Baseline,2801417
Lotus,10549208
Baseline,2844083
Lotus,9987667
Baseline,2304417
Lotus,9281542
Baseline,3588625
Lotus,12544708
Baseline,2295417
Lotus,10211667
Baseline,2986750
Lotus,14389625
Baseline,2680958
Lotus,10910500
Baseline,2933750
Lotus,13004958
Baseline,2837834
Lotus,10916750
Baseline,2661334
Lotus,11220959
Baseline,2206667
Lotus,11424833
Baseline,2947500
Lotus,12002208
Baseline,2328875
Lotus,9205959
Baseline,2892792
Lotus,12782542
Baseline,2896750
Lotus,14584875
Baseline,3020250
Lotus,13433667
Baseline,1897333
Lotus,9285333
Baseline,2941667
Lotus,12973458
Baseline,2262042
Lotus,10347292
Baseline,2578792
Lotus,12020709
Baseline,2251000
Lotus,11016000
Baseline,3053292
Lotus,12035417
Baseline,2810167
Lotus,10633875
Baseline,3099667
Lotus,13847208
Baseline,1778166
Lotus,9673833
Baseline,3148333
Lotus,12817750
Baseline,1762625
Lotus,12561334
Baseline,2096375
Lotus,11115500
Baseline,2816167
Lotus,12758083
Baseline,2782292
Lotus,11988708
Baseline,2025125
Lotus,9597583
Baseline,2684750
Lotus,9796125
Baseline,2694792
Lotus,10954750
Baseline,2746417
Lotus,12248625
Baseline,2965208
Lotus,14036208
Baseline,2791333
Lotus,10885375
Baseline,3802750
Lotus,12836166
Baseline,1789584
Lotus,8229875
Baseline,1238667
Lotus,6322417
Baseline,744083
Lotus,3908125
Baseline,1576875
Lotus,6340167
Baseline,2924250
Lotus,11912250
Baseline,2689042
Lotus,10765000
Baseline,2819375
Lotus,9558292
Baseline,1993208
Lotus,13660792
Baseline,1458209
Lotus,9165917
Baseline,2992666
Lotus,14407750
Baseline,2552958
Lotus,12148625
Baseline,3653083
Lotus,14552958
Baseline,7709708
Lotus,15308416
Baseline,2912917
Lotus,11965042
Baseline,2506417
Lotus,11884917
Baseline,3360083
Lotus,11527750
Baseline,2852917
Lotus,12284917
Baseline,1748500
Lotus,8965459
Baseline,2993042
Lotus,12746084
Baseline,2092375
Lotus,10012166
Baseline,2651083
Lotus,11125708
Baseline,3074291
Lotus,14449041
Baseline,2885041
Lotus,12236708
Baseline,3133334
Lotus,9627084
Baseline,3031083
Lotus,12767250
Baseline,3233458
Lotus,12380292
Baseline,2720625
Lotus,9820875
Baseline,3271416
Lotus,12775958
Baseline,2819958
Lotus,12991750
Baseline,1725417
Lotus,6834625
Baseline,2685208
Lotus,11922458
Baseline,2928958
Lotus,11822542
Baseline,2666334
Lotus,11943542
Baseline,2762209
Lotus,10507459
Baseline,1989291
Lotus,8708333
Baseline,2968750
Lotus,10455125
Baseline,1957333
Lotus,8225833
Baseline,2001375
Lotus,11755000
Baseline,993875
Lotus,4026458
Baseline,2328209
Lotus,11658125
Baseline,2872375
Lotus,14337041
Baseline,2164917
Lotus,11480875
Baseline,2678584
Lotus,12203959
Baseline,2338708
Lotus,9609750
Baseline,2374625
Lotus,10255125
Baseline,5944708
Lotus,15794583
Baseline,2364917
Lotus,12350167
Baseline,3334708
Lotus,9524667
Baseline,2480958
Lotus,7838125
Baseline,2293834
Lotus,8873334
Baseline,2482000
Lotus,8602208
Baseline,2274250
Lotus,9900666
Baseline,2794334
Lotus,11750959
Baseline,2429417
Lotus,13881125
Baseline,2553792
Lotus,11133750
Baseline,2261709
Lotus,9980542
Baseline,2084666
Lotus,11288958
Baseline,3070417
Lotus,11723542
Baseline,2737750
Lotus,12540958
Baseline,2978458
Lotus,13423291
Baseline,1677125
Lotus,8732541
Baseline,3988875
Lotus,13718792
Baseline,1049916
Lotus,6766875
Baseline,2444333
Lotus,10811792
Baseline,2140125
Lotus,10429917
Baseline,2743875
Lotus,11221208
Baseline,2881291
Lotus,13094125
Baseline,3131334
Lotus,11548084
Baseline,2537708
Lotus,12012250
Baseline,4791500
Lotus,12928500
Baseline,2528375
Lotus,12407750
Baseline,3963208
Lotus,10982416
Baseline,2086708
Lotus,10161166
Baseline,2508458
Lotus,11125291
Baseline,3209000
Lotus,11861666
Baseline,2361375
Lotus,9678000
Baseline,3135292
Lotus,14710917
Baseline,3035542
Lotus,10110084
Baseline,3341792
Lotus,12839042
Baseline,2621084
Lotus,8376792
Baseline,2968958
Lotus,12645500
Baseline,2452833
Lotus,9446958
Baseline,2859875
Lotus,12951833
Baseline,1966166
Lotus,10811708
Baseline,2852166
Lotus,12986500
Baseline,3192500
Lotus,10812750
Baseline,2921917
Lotus,14160084
Baseline,3833375
Lotus,8936916
Baseline,2014500
Lotus,8475459
Baseline,6735833
Lotus,29184542
Baseline,2077458
Lotus,11201792
Baseline,2548000
Lotus,8878167
Baseline,2780000
Lotus,9979625
Baseline,2164625
Lotus,9332208
Baseline,2344167
Lotus,11656542
Baseline,6344333
Lotus,17847958
Baseline,1587750
Lotus,7826000
Baseline,3303875
Lotus,13197834
Baseline,1380959
Lotus,6772917
Baseline,8973708
Lotus,14363583
Baseline,1637334
Lotus,6881084
Baseline,3916708
Lotus,11738041
Baseline,2582000
Lotus,8054500
Baseline,1741667
Lotus,9324125
Baseline,2247333
Lotus,8253667
Baseline,2010792
Lotus,14533375
Baseline,3265333
Lotus,9500542
Baseline,3519250
Lotus,12560500
Baseline,1299417
Lotus,5325708
Baseline,1250875
Lotus,5728834
Baseline,1030458
Lotus,6256791
Baseline,1432625
Lotus,6484750
Baseline,2391750
Lotus,7846084
Baseline,1193167
Lotus,5991500
Baseline,1209917
Lotus,9276458
Baseline,1229750
Lotus,5713375
Baseline,2573583
Lotus,9030208
Baseline,1706250
Lotus,6296834
Baseline,3062500
Lotus,12835791
Baseline,2340541
Lotus,7364458
Baseline,2718625
Lotus,9180292
Baseline,2209667
Lotus,10300542
Baseline,1534917
Lotus,7342209
Baseline,1831292
Lotus,7292042
Baseline,2342917
Lotus,9976167
Baseline,1509917
Lotus,13946958
Baseline,2373000
Lotus,7121625
Baseline,1813167
Lotus,7958834
Baseline,1843833
Lotus,10254375
Baseline,2346541
Lotus,9686625
Baseline,1287917
Lotus,8327875
Baseline,8271375
Lotus,23900916
Baseline,7074750
Lotus,25888084
Baseline,984125
Lotus,6365167
Baseline,1113250
Lotus,7007834
Baseline,1337375
Lotus,6344666
Baseline,1628542
Lotus,10022125
Baseline,2650542
Lotus,10638917
Baseline,2077125
Lotus,10969375
Baseline,1056500
Lotus,5312917
Baseline,1422833
Lotus,9258500
Baseline,2310583
Lotus,8646416
Baseline,2109250
Lotus,7328208
Baseline,801750
Lotus,5350709
Baseline,1324459
Lotus,6518042
Baseline,2796042
Lotus,8826750
Baseline,1692666
Lotus,7153333
Baseline,2031666
Lotus,8503333
Baseline,1864958
Lotus,6741958
Baseline,2244667
Lotus,9324917
Baseline,1465917
Lotus,6412667
Baseline,3000166
Lotus,9975125
Baseline,1667000
Lotus,7247875
Baseline,2467625
Lotus,9300000
Baseline,2183083
Lotus,7545916
Baseline,2642958
Lotus,8538750
Baseline,1850708
Lotus,6952542
Baseline,2400083
Lotus,8942417
Baseline,3409042
Lotus,10019792
Baseline,2074833
Lotus,9577083
Baseline,2144750
Lotus,7854542
Baseline,2425167
Lotus,9615625
Baseline,1729833
Lotus,6627958
Baseline,1569250
Lotus,6715958
Baseline,1767625
Lotus,8899958
Baseline,2308208
Lotus,9679208
Baseline,2014875
Lotus,7910375
Baseline,3240459
Lotus,10517125
Baseline,1573125
Lotus,6310583
Baseline,2468375
Lotus,9542792
Baseline,1623709
Lotus,6731042
Baseline,2749000
Lotus,10143250
Baseline,1476625
Lotus,7759750
Baseline,2543125
Lotus,15018375
Baseline,1437500
Lotus,6870583
Baseline,2001083
Lotus,7816333
Baseline,2473625
Lotus,9777541
Baseline,2413750
Lotus,7823750
Baseline,1705417
Lotus,7572792
Baseline,5207917
Lotus,8997209
Baseline,1513542
Lotus,7856584
Baseline,1952375
Lotus,6822792
Baseline,1184375
Lotus,7020333
Baseline,2727584
Lotus,9875750
Baseline,1197375
Lotus,6952541
Baseline,1477958
Lotus,9041500
Baseline,1772708
Lotus,7887125
Baseline,2602333
Lotus,9571958
Baseline,1442292
Lotus,8134750
Baseline,2676625
Lotus,10547000
Baseline,3481792
Lotus,8691667
Baseline,2302750
Lotus,9464125
Baseline,1333000
Lotus,6094875
Baseline,2389334
Lotus,9616125
Baseline,1988625
Lotus,8270708
Baseline,2516333
Lotus,12630916
Baseline,2201125
Lotus,8665042
Baseline,2865916
Lotus,9392875
Baseline,1979083
Lotus,7742083
Baseline,2866375
Lotus,10153000
Baseline,1538000
Lotus,8690917
Baseline,2211875
Lotus,7025875
Baseline,1651916
Lotus,7772958
Baseline,3038167
Lotus,10200334
Baseline,1853416
Lotus,7451458
Baseline,2594708
Lotus,8916792
Baseline,1953750
Lotus,7430209
Baseline,2624875
Lotus,9402875
Baseline,1734375
Lotus,13893709
Baseline,2268042
Lotus,9472459
Baseline,1445666
Lotus,5791958
Baseline,2158792
Lotus,8428584
Baseline,1798792
Lotus,8081167
Baseline,2473084
Lotus,9220917
Baseline,2161166
Lotus,7341375
Baseline,2654125
Lotus,8551625
Baseline,2019000
Lotus,8049208
Baseline,2611667
Lotus,10395292
Baseline,1724375
Lotus,6523417
Baseline,2157292
Lotus,8118417
Baseline,1460125
Lotus,6340750
Baseline,1934750
Lotus,8632458
Baseline,2340125
Lotus,10139500
Baseline,2907625
Lotus,9989667
Baseline,1752875
Lotus,6736958
Baseline,2010584
Lotus,8179167
Baseline,1922584
Lotus,7075209
Baseline,2740459
Lotus,8504542
Baseline,1542500
Lotus,6987625
Baseline,2864750
Lotus,9976250
Baseline,1497917
Lotus,6362208
Baseline,2561834
Lotus,10456042
Baseline,1651959
Lotus,7566459
Baseline,1429584
Lotus,6618167
Baseline,1526375
Lotus,6849125
Baseline,2676625
Lotus,10066542
Baseline,1949500
Lotus,7527792
Baseline,2194542
Lotus,8909917
Baseline,1775875
Lotus,7106750
Baseline,2060917
Lotus,8427208
Baseline,1860792
Lotus,7384959
Baseline,2162958
Lotus,8153000
Baseline,1903625
Lotus,7372417
Baseline,1835083
Lotus,8398542
Baseline,1736250
Lotus,7300250
Baseline,2320625
Lotus,8845083
Baseline,1426292
Lotus,5743625
Baseline,2312500
Lotus,10962083
Baseline,1831333
Lotus,6858958
Baseline,2598375
Lotus,9300209
Baseline,1609667
Lotus,5959917
Baseline,2181209
Lotus,8853542
Baseline,1627417
Lotus,7188375
Baseline,2270792
Lotus,8794000
Baseline,1835292
Lotus,8024750
Baseline,2299584
Lotus,11100459
Baseline,2315958
Lotus,7230041
Baseline,2085167
Lotus,7420209
Baseline,1958708
Lotus,7494792
Baseline,2904542
Lotus,9728083
Baseline,2035625
Lotus,5972500
Baseline,2452416
Lotus,9549000
Baseline,2089292
Lotus,7702125
Baseline,2628917
Lotus,10625208
Baseline,1826709
Lotus,6713209
Baseline,2107500
Lotus,9321000
Baseline,1505916
Lotus,6170041
Baseline,2998250
Lotus,10369792
Baseline,1565375
Lotus,7572250
Baseline,2521500
Lotus,10629917
Baseline,1766458
Lotus,7986583
Baseline,1502042
Lotus,6861834
Baseline,1201125
Lotus,6662000
Baseline,2485500
Lotus,8713833
Baseline,1584084
Lotus,7253959
Baseline,2324792
Lotus,10197542
Baseline,1708792
Lotus,6393917
Baseline,1384958
Lotus,7713958
Baseline,1874625
Lotus,6542458
Baseline,2325167
Lotus,9163750
Baseline,1820125
Lotus,8044791
Baseline,2305417
Lotus,9690750
Baseline,1372417
Lotus,7569584
Baseline,2410791
Lotus,9599041
Baseline,1238250
Lotus,5697167
Baseline,2448125
Lotus,9054000
Baseline,1639250
Lotus,6863166
Baseline,2224083
Lotus,8736583
Baseline,1663375
Lotus,7343542
Baseline,812709
Lotus,6545292
Baseline,1073750
Lotus,7719125
Baseline,3198000
Lotus,28563708
Baseline,2136500
Lotus,8608750
Baseline,1983458
Lotus,8721125
Baseline,1353166
Lotus,6574833
Baseline,1757958
Lotus,7064292
Baseline,2604375
Lotus,12857500
Baseline,2564041
Lotus,13623166
Baseline,1534625
Lotus,6649958
Baseline,2304625
Lotus,7832667
Baseline,1644583
Lotus,6080875
Baseline,1431292
Lotus,7885167
Baseline,1307666
Lotus,6620083
Baseline,2921041
Lotus,8737833
Baseline,2099250
Lotus,7840334
Baseline,3009500
Lotus,9765542
Baseline,1944958
Lotus,6493958
Baseline,2590375
Lotus,9768041
Baseline,1675625
Lotus,6313041
Baseline,1630000
Lotus,9369750
Baseline,1326500
Lotus,6256583
Baseline,2443333
Lotus,8731042
Baseline,1788208
Lotus,7832208
Baseline,2291750
Lotus,8664750
Baseline,1533250
Lotus,7171250
Baseline,2238250
Lotus,9198833
Baseline,1509958
Lotus,7376500
Baseline,2588916
Lotus,9798875
Baseline,1433792
Lotus,6618375
Baseline,2876167
Lotus,9676917
Baseline,30784917
Lotus,37298750
Baseline,1365458
Lotus,6453542
Baseline,1639375
Lotus,7106416
Baseline,1905583
Lotus,9361791
Baseline,1584333
Lotus,6126666
Baseline,2272916
Lotus,9095291
Baseline,1310792
Lotus,7746917
Baseline,2831709
Lotus,9740417
Baseline,4051209
Lotus,20228500
Baseline,1404333
Lotus,6032041
Baseline,1143500
Lotus,4967875
Baseline,1778541
Lotus,7822166
Baseline,1587542
Lotus,7915000
Baseline,1790333
Lotus,7416292
Baseline,1975709
Lotus,8066125
Baseline,2486416
Lotus,8052041
Baseline,1643333
Lotus,7889292
Baseline,2407209
Lotus,18507792
Baseline,2218708
Lotus,7792958
Baseline,2111917
Lotus,7354125
Baseline,1325583
Lotus,6632916
Baseline,2399625
Lotus,9966250
Baseline,1763584
Lotus,6321834
Baseline,2552542
Lotus,9790125
Baseline,2061250
Lotus,7677292
Baseline,2485750
Lotus,8662375
Baseline,1705875
Lotus,6465167
Baseline,2306583
Lotus,7902375
Baseline,2284958
Lotus,7658250
Baseline,2511250
Lotus,9620917
Baseline,1968084
Lotus,6695084
Baseline,2428542
Lotus,9027458
Baseline,1884875
Lotus,7426375
Baseline,2582708
Lotus,10368666
Baseline,1905208
Lotus,7463041
Baseline,2710084
Lotus,9321792
Baseline,2766625
Lotus,9076791
Baseline,2579166
Lotus,9199541
Baseline,2263417
Lotus,7926000
Baseline,2328875
Lotus,8911667
Baseline,2004708
Lotus,6768250
Baseline,1409958
Lotus,7235917
Baseline,1992792
Lotus,7758458
Baseline,2481125
Lotus,9671000
Baseline,2663000
Lotus,8220625
Baseline,2299125
Lotus,8569666
Baseline,1614708
Lotus,6603833
Baseline,2972709
Lotus,10079792
Baseline,1852208
Lotus,7800333
Baseline,2572209
Lotus,9704917
Baseline,1425500
Lotus,6350542
Baseline,2732875
Lotus,8204041
Baseline,1633791
Lotus,9947500
Baseline,1569791
Lotus,6931583
Baseline,1745250
Lotus,7549792
Baseline,2426292
Lotus,12753875
Baseline,1851292
Lotus,7162542
Baseline,2324541
Lotus,7793791
Baseline,1379542
Lotus,6863584
Baseline,2387000
Lotus,9257667
Baseline,1358916
Lotus,6026791
Baseline,2490542
Lotus,9469334
Baseline,1655583
Lotus,7232583
Baseline,2082334
Lotus,8676750
Baseline,2072458
Lotus,9704666
Baseline,2000375
Lotus,8205458
Baseline,1309292
Lotus,6463417
Baseline,2331917
Lotus,8952625
Baseline,1414167
Lotus,6023500
Baseline,2416917
Lotus,8298417
Baseline,1790666
Lotus,7204916
Baseline,1389917
Lotus,6869917
Baseline,2033000
Lotus,7042041
Baseline,2502542
Lotus,10185417
Baseline,1292500
Lotus,6914792
Baseline,2432542
Lotus,10948250
Baseline,1892625
Lotus,9569541
Baseline,2747917
Lotus,8318875
Baseline,1654167
Lotus,6271667
Baseline,1852083
Lotus,6616583
Baseline,1250500
Lotus,6637875
Baseline,2377792
Lotus,8782667
Baseline,1400250
Lotus,6872541
Baseline,2555666
Lotus,8669833
Baseline,1292083
Lotus,6221291
Baseline,2506209
Lotus,8700417
Baseline,1646166
Lotus,7034833
Baseline,2481291
Lotus,9746958
Baseline,2060875
Lotus,7410417
Baseline,2440625
Lotus,9582292
Baseline,1390500
Lotus,6409458
Baseline,2447125
Lotus,9230709
Baseline,1659084
Lotus,6946709
Baseline,2503542
Lotus,7857208
Baseline,1232375
Lotus,6817458
Baseline,2405917
Lotus,8601167
Baseline,2076417
Lotus,8378000
Baseline,2549958
Lotus,9121791
Baseline,1924875
Lotus,7282417
Baseline,2547333
Lotus,9540333
Baseline,1531750
Lotus,6575584
Baseline,2627125
Lotus,9900625
Baseline,1920667
Lotus,6594792
Baseline,2200375
Lotus,7701875
Baseline,1970500
Lotus,7727000
Baseline,2622000
Lotus,10044666
Baseline,1442458
Lotus,7532416
Baseline,892083
Lotus,4346875
Baseline,1113834
Lotus,6270542
Baseline,2638208
Lotus,9790458
Baseline,1681917
Lotus,7293209
Baseline,2180458
Lotus,10061417
Baseline,1466291
Lotus,6253083
Baseline,2967000
Lotus,14238625
Baseline,1506083
Lotus,7375375
Baseline,2713500
Lotus,8760209
Baseline,1745459
