topic,time_ns
Baseline,2011250
Lotus,7129584
Baseline,1842000
Lotus,6344042
Baseline,2043250
Lotus,8908000
Baseline,1622041
Lotus,5897416
Baseline,2791708
Lotus,10001916
Baseline,1109041
Lotus,5428666
Baseline,1195834
Lotus,6069167
Baseline,1861958
Lotus,8175250
Baseline,1925625
Lotus,6637459
Baseline,2202833
Lotus,7424666
Baseline,2366583
Lotus,8000000
Baseline,1339208
Lotus,5594208
Baseline,2076834
Lotus,6777084
Baseline,1229833
Lotus,5931250
Baseline,2099042
Lotus,7588375
Baseline,2025917
Lotus,7182583
Baseline,2488875
Lotus,8151667
Baseline,1639292
Lotus,5397917
Baseline,2662625
Lotus,8685000
Baseline,2293917
Lotus,6507458
Baseline,1074250
Lotus,4129500
Baseline,1056375
Lotus,27696333
Baseline,2103917
Lotus,7990459
Baseline,1877834
Lotus,7004834
Baseline,2268916
Lotus,9888750
Baseline,1644333
Lotus,5385958
Baseline,1825625
Lotus,6218542
Baseline,1687583
Lotus,11901791
Baseline,2500875
Lotus,8871916
Baseline,1718875
Lotus,6138375
Baseline,1377375
Lotus,5588917
Baseline,1630791
Lotus,7489083
Baseline,2302000
Lotus,7875750
Baseline,1479042
Lotus,5857417
Baseline,2469166
Lotus,8312666
Baseline,1205875
Lotus,4939875
Baseline,2337500
Lotus,7751250
Baseline,1708833
Lotus,6608208
Baseline,2464083
Lotus,8034708
Baseline,1679667
Lotus,6768958
Baseline,3186292
Lotus,10054875
Baseline,2344042
Lotus,7790834
Baseline,1315875
Lotus,5194042
Baseline,1343833
Lotus,5357083
Baseline,2297500
Lotus,7925917
Baseline,1504791
Lotus,16073583
Baseline,2367959
Lotus,8796375
Baseline,1899458
Lotus,7783833
Baseline,2087541
Lotus,7499166
Baseline,2103833
Lotus,7987875
Baseline,1827750
Lotus,6098459
Baseline,1930209
Lotus,7747292
Baseline,2054000
Lotus,9020250
Baseline,1930042
Lotus,6391459
Baseline,1882458
Lotus,6696042
Baseline,1943792
Lotus,6995959
Baseline,2579875
Lotus,8503375
Baseline,2400333
Lotus,7424416
Baseline,2498417
Lotus,8162583
Baseline,1580208
Lotus,6123458
Baseline,2367917
Lotus,8094417
Baseline,1792916
Lotus,6200958
Baseline,2178083
Lotus,7627208
Baseline,1185083
Lotus,5925833
Baseline,1961916
Lotus,6292125
Baseline,1480500
Lotus,5927834
Baseline,2600833
Lotus,8537625
Baseline,2247166
Lotus,7286791
Baseline,2522792
Lotus,8504000
Baseline,1426167
Lotus,5204042
Baseline,3618083
Lotus,9190208
Baseline,1874083
Lotus,6180458
Baseline,2481292
Lotus,8061167
Baseline,2167875
Lotus,6871708
Baseline,1967042
Lotus,7028417
Baseline,1350750
Lotus,6940334
Baseline,1997750
Lotus,7516459
Baseline,1827875
Lotus,7809083
Baseline,2327125
Lotus,8509625
Baseline,1730208
Lotus,7259916
Baseline,2292708
Lotus,8009708
Baseline,1522958
Lotus,6453458
Baseline,2081667
Lotus,7561000
Baseline,1272292
Lotus,6091500
Baseline,2773125
Lotus,8492458
Baseline,1336209
Lotus,4989542
Baseline,2233792
Lotus,7743792
Baseline,1577666
Lotus,5357875
Baseline,1552625
Lotus,5966500
Baseline,1342458
Lotus,5211125
Baseline,2296000
Lotus,8068125
Baseline,1562959
Lotus,5477167
Baseline,2382709
Lotus,7799500
Baseline,1452708
Lotus,5441000
Baseline,2452375
Lotus,8986750
Baseline,1772708
Lotus,5771792
Baseline,1323041
Lotus,5278333
Baseline,2251917
Lotus,7688875
Baseline,2867625
Lotus,9001333
Baseline,1624750
Lotus,6614959
Baseline,2071583
Lotus,7353208
Baseline,1275625
Lotus,5219917
Baseline,2351292
Lotus,9221042
Baseline,1759916
Lotus,6599916
Baseline,2199750
Lotus,7476458
Baseline,1058833
Lotus,5911833
Baseline,2248250
Lotus,7293875
Baseline,1378208
Lotus,5789708
Baseline,2388958
Lotus,7975750
Baseline,1840750
Lotus,6645792
Baseline,7227083
Lotus,11444791
Baseline,1354041
Lotus,6244458
Baseline,1522792
Lotus,6664458
Baseline,1708750
Lotus,8119083
Baseline,1727750
Lotus,6537750
Baseline,2050333
Lotus,6705000
Baseline,2145875
Lotus,8198333
Baseline,2074000
Lotus,6793542
Baseline,2299666
Lotus,7889625
Baseline,1351042
Lotus,6091584
Baseline,2389750
Lotus,9649542
Baseline,2251250
Lotus,7523625
Baseline,2668459
Lotus,8440792
Baseline,1815125
Lotus,9589416
Baseline,1837042
Lotus,7500458
Baseline,1423750
Lotus,5819042
Baseline,1463458
Lotus,7415000
Baseline,1825833
Lotus,6362500
Baseline,2377083
Lotus,8296875
Baseline,1795208
Lotus,7425875
Baseline,2268750
Lotus,7683042
Baseline,1418542
Lotus,6313250
Baseline,2334041
Lotus,7716750
Baseline,1406625
Lotus,5937125
Baseline,1415666
Lotus,5280583
Baseline,2293917
Lotus,8150583
Baseline,2389500
Lotus,8836250
Baseline,1906917
Lotus,6872292
Baseline,2264333
Lotus,7652125
Baseline,1318125
Lotus,5240042
Baseline,2197708
Lotus,7070458
Baseline,1478500
Lotus,4943916
Baseline,2256417
Lotus,8641792
Baseline,1916375
Lotus,6664458
Baseline,2538500
Lotus,8253667
Baseline,1413709
Lotus,6530667
Baseline,2091291
Lotus,8844250
Baseline,1105417
Lotus,4751125
Baseline,2289833
Lotus,7855958
Baseline,1709125
Lotus,5874625
Baseline,1946250
Lotus,7807041
Baseline,1778166
Lotus,6682916
Baseline,2179000
Lotus,7452333
Baseline,1351750
Lotus,6344667
Baseline,2339000
Lotus,8039375
Baseline,1792500
Lotus,6844208
Baseline,2360750
Lotus,6941917
Baseline,1491167
Lotus,6254917
Baseline,2030250
Lotus,8844416
Baseline,1238250
Lotus,6308750
Baseline,2140000
Lotus,7565833
Baseline,2181792
Lotus,6473334
Baseline,2474833
Lotus,8371000
Baseline,1265500
Lotus,6559291
Baseline,1669708
Lotus,6651500
Baseline,2029792
Lotus,6799542
Baseline,2308083
Lotus,8363083
Baseline,1509667
Lotus,6336000
Baseline,2082333
Lotus,7692166
Baseline,811625
Lotus,3691458
Baseline,980042
Lotus,5817792
Baseline,1917708
Lotus,7282583
Baseline,2223708
Lotus,7509667
Baseline,1885958
Lotus,7056542
Baseline,2294625
Lotus,9139042
Baseline,1780708
Lotus,7685958
Baseline,2668625
Lotus,6502125
Baseline,1450500
Lotus,6891500
Baseline,2089750
Lotus,6865625
Baseline,1481875
Lotus,6555417
Baseline,1608208
Lotus,6870833
Baseline,1369500
Lotus,6243750
Baseline,2329166
Lotus,7934083
Baseline,1554000
Lotus,5544292
Baseline,2440375
Lotus,9632750
Baseline,1109417
Lotus,5192875
Baseline,2335458
Lotus,7956708
Baseline,1449083
Lotus,6338083
Baseline,2042375
Lotus,7349792
Baseline,2058167
Lotus,7001708
Baseline,2349000
Lotus,8477958
Baseline,2246750
Lotus,6373625
Baseline,2434500
Lotus,8057625
Baseline,2926459
Lotus,7648084
Baseline,1850292
Lotus,6960125
Baseline,1544458
Lotus,4608292
Baseline,1664541
Lotus,6495458
Baseline,1770292
Lotus,7574333
Baseline,1913625
Lotus,6628209
Baseline,1531708
Lotus,6847000
Baseline,784083
Lotus,4752708
Baseline,895833
Lotus,7222000
Baseline,1192000
Lotus,5784291
Baseline,1225250
Lotus,5293666
Baseline,2232750
Lotus,9728167
Baseline,1595167
Lotus,5847917
Baseline,2164458
Lotus,8185667
Baseline,1596166
Lotus,5825458
Baseline,2535000
Lotus,8601500
Baseline,1239916
Lotus,5094875
Baseline,1546041
Lotus,8393250
Baseline,771625
Lotus,4838291
Baseline,1086042
Lotus,5899709
Baseline,1553125
Lotus,6586792
Baseline,2170583
Lotus,7721042
Baseline,1250167
Lotus,5628000
Baseline,2006583
Lotus,6385416
Baseline,1614250
Lotus,6697792
Baseline,1394584
Lotus,5571250
Baseline,1221958
Lotus,5252916
Baseline,1030917
Lotus,4276000
Baseline,1335708
Lotus,6991166
Baseline,2318541
Lotus,7891125
Baseline,1773417
Lotus,6760042
Baseline,1705167
Lotus,6039542
Baseline,2855167
Lotus,8545917
Baseline,1817958
Lotus,6657458
Baseline,2099959
Lotus,6184917
Baseline,2181875
Lotus,7673583
Baseline,1505250
Lotus,5503208
Baseline,2330833
Lotus,7739625
Baseline,1369500
Lotus,6173875
Baseline,2121958
Lotus,7573625
Baseline,1957250
Lotus,8098750
Baseline,2113541
Lotus,8936083
Baseline,1649458
Lotus,6442125
Baseline,2233041
Lotus,9713416
Baseline,1814167
Lotus,6613167
Baseline,2589875
Lotus,8481625
Baseline,2461875
Lotus,7276333
Baseline,1675959
Lotus,6655375
Baseline,1565209
Lotus,6043917
Baseline,2687166
Lotus,9575958
Baseline,1674334
Lotus,5862959
Baseline,2004292
Lotus,8405083
Baseline,1067542
Lotus,5166792
Baseline,2239084
Lotus,7571167
Baseline,1585250
Lotus,6058875
Baseline,2338333
Lotus,8451541
Baseline,5758375
Lotus,9091750
Baseline,1216375
Lotus,5136458
Baseline,1292542
Lotus,6230042
Baseline,2389500
Lotus,8296500
Baseline,1024500
Lotus,5182708
Baseline,2862083
Lotus,7470708
Baseline,1781292
Lotus,5956792
Baseline,2057542
Lotus,7251125
Baseline,1436750
Lotus,8547125
Baseline,1835334
Lotus,7041000
Baseline,1309750
Lotus,6653125
Baseline,2171000
Lotus,9267334
Baseline,1225750
Lotus,9709875
Baseline,2136250
Lotus,7917125
Baseline,1776500
Lotus,6237500
Baseline,1374792
Lotus,5990209
Baseline,855917
Lotus,4206667
Baseline,681458
Lotus,4855000
Baseline,1271333
Lotus,5622166
Baseline,2621167
Lotus,8419125
Baseline,1662708
Lotus,5836000
Baseline,2357458
Lotus,7813666
Baseline,1308875
Lotus,5910750
Baseline,2113166
Lotus,7816208
Baseline,4818792
Lotus,9595834
Baseline,2548291
Lotus,7799375
Baseline,1227583
Lotus,5912000
Baseline,2136667
Lotus,9158292
Baseline,1250333
Lotus,6152042
Baseline,1730291
Lotus,7579041
Baseline,1582417
Lotus,6081250
Baseline,2429291
Lotus,7709791
Baseline,1614542
Lotus,5925500
Baseline,1935292
Lotus,6908500
Baseline,1594458
Lotus,5580042
Baseline,1829792
Lotus,7353917
Baseline,1968875
Lotus,6675833
Baseline,1974542
Lotus,7229958
Baseline,1708917
Lotus,5640125
Baseline,1925125
Lotus,8603125
Baseline,1750375
Lotus,6691042
Baseline,2146625
Lotus,7399334
Baseline,1493500
Lotus,5974333
Baseline,1811458
Lotus,6208292
Baseline,1185166
Lotus,5016500
Baseline,2229792
Lotus,7360167
Baseline,1029417
Lotus,4960084
Baseline,2326666
Lotus,7744500
Baseline,1411500
Lotus,5842125
Baseline,2261459
Lotus,7492417
Baseline,2136959
Lotus,6668750
Baseline,1404042
Lotus,5629459
Baseline,1525292
Lotus,6845375
Baseline,2151833
Lotus,7603958
Baseline,1824833
Lotus,6509417
Baseline,1655375
Lotus,6565250
Baseline,1341084
Lotus,6377209
Baseline,1979625
Lotus,7058792
Baseline,1841750
Lotus,6799125
Baseline,2109292
Lotus,7203583
Baseline,1781125
Lotus,5793042
Baseline,2118500
Lotus,7544375
Baseline,1103750
Lotus,4711000
Baseline,2530041
Lotus,8635666
Baseline,2171208
Lotus,6694750
Baseline,2353666
Lotus,8884083
Baseline,1381417
Lotus,6099542
Baseline,1977208
Lotus,7608125
Baseline,1505958
Lotus,5115042
Baseline,2114708
Lotus,7080333
Baseline,1636791
Lotus,6675958
Baseline,1912000
Lotus,8341250
Baseline,2192417
Lotus,7499958
Baseline,2203541
Lotus,7334666
Baseline,1417875
Lotus,6685375
Baseline,2117125
Lotus,8265750
Baseline,1555834
Lotus,5794709
Baseline,1725208
Lotus,6684083
Baseline,2567250
Lotus,7265250
Baseline,2406417
Lotus,7990083
Baseline,2107583
Lotus,7180625
Baseline,1510625
Lotus,5656625
Baseline,1317417
Lotus,5497667
Baseline,1515500
Lotus,6386541
Baseline,1104500
Lotus,5695750
Baseline,2338375
Lotus,8890000
Baseline,1580791
Lotus,5376500
Baseline,2131292
Lotus,7767583
Baseline,1918250
Lotus,6426917
Baseline,1868333
Lotus,7065000
Baseline,1804125
Lotus,6090750
Baseline,1400084
Lotus,5739875
Baseline,1965958
Lotus,7705500
Baseline,801541
Lotus,4624833
Baseline,976041
Lotus,5239958
Baseline,1136250
Lotus,7101792
Baseline,1713958
Lotus,6057292
Baseline,2204583
Lotus,7626958
Baseline,1366292
Lotus,5744625
Baseline,2234250
Lotus,8406042
Baseline,1173667
Lotus,5579625
Baseline,2029959
Lotus,7019250
Baseline,1528416
Lotus,5717250
Baseline,2921959
Lotus,12786542
Baseline,1798959
Lotus,6617750
Baseline,1533166
Lotus,6517458
Baseline,2103375
Lotus,7160042
Baseline,2330667
Lotus,7264792
Baseline,2022583
Lotus,6187291
Baseline,2061375
Lotus,6920250
Baseline,1745041
Lotus,9984666
Baseline,2254041
Lotus,7983458
Baseline,1225625
Lotus,5681250
Baseline,1735750
Lotus,7193125
Baseline,1280916
Lotus,5309500
Baseline,2588042
Lotus,8542125
Baseline,1504083
Lotus,6053458
Baseline,2561208
Lotus,7738583
Baseline,1297583
Lotus,4958875
Baseline,1238875
Lotus,5055084
Baseline,1164334
Lotus,4619250
Baseline,1182750
Lotus,4576875
Baseline,927709
Lotus,5776417
Baseline,2142833
Lotus,7588042
Baseline,1650084
Lotus,6372625
Baseline,2180333
Lotus,7777750
Baseline,1490334
Lotus,6512042
Baseline,1471583
Lotus,6708500
Baseline,1547875
Lotus,7037917
Baseline,2096916
Lotus,7467125
Baseline,2106000
Lotus,7336666
Baseline,2397583
Lotus,7895291
Baseline,1938125
Lotus,8196667
Baseline,2030500
Lotus,7290750
Baseline,1396958
Lotus,5290250
Baseline,1705917
Lotus,6117375
Baseline,1609333
Lotus,6293000
Baseline,2565250
Lotus,8034125
Baseline,1174750
Lotus,4765916
Baseline,2223000
Lotus,7854250
Baseline,1664250
Lotus,5600709
Baseline,2157417
Lotus,7444000
Baseline,1833250
Lotus,5938167
Baseline,2085875
Lotus,7313084
Baseline,1682500
Lotus,6800084
Baseline,2195250
Lotus,7344833
Baseline,1546834
Lotus,5610334
Baseline,2190209
Lotus,7181834
Baseline,2123708
Lotus,6763208
Baseline,2419958
Lotus,7728583
Baseline,1233417
Lotus,5799250
Baseline,2225125
Lotus,7505459
Baseline,1062333
Lotus,6286667
Baseline,2615458
Lotus,8067916
Baseline,2281042
Lotus,7317042
Baseline,2311292
Lotus,10349334
Baseline,1408125
Lotus,6301250
Baseline,1265166
Lotus,8708125
Baseline,1417750
Lotus,5206042
Baseline,2169334
Lotus,7595584
Baseline,1455917
Lotus,6006750
Baseline,2152833
Lotus,7336791
Baseline,1389166
Lotus,5791250
Baseline,2658917
Lotus,7986125
Baseline,1349709
Lotus,5670542
Baseline,2142458
Lotus,7790166
Baseline,1208541
Lotus,5576166
Baseline,1355375
Lotus,4715458
Baseline,1016791
Lotus,5788958
Baseline,2150125
Lotus,8132042
Baseline,1594583
Lotus,5562208
Baseline,2036333
Lotus,8195708
Baseline,2099667
Lotus,7328667
Baseline,2372375
Lotus,7387125
Baseline,1342750
Lotus,5460500
Baseline,1737375
Lotus,7819875
Baseline,1385875
Lotus,5403750
Baseline,2145000
Lotus,7095750
Baseline,2270167
Lotus,7184583
Baseline,1461500
Lotus,7591958
Baseline,1786500
Lotus,6728292
Baseline,1637334
Lotus,6489542
Baseline,1132875
Lotus,6988375
Baseline,1897750
Lotus,6840209
Baseline,1078084
Lotus,4178917
Baseline,1687709
Lotus,7593709
Baseline,1450291
Lotus,5975791
Baseline,1594375
Lotus,6130500
Baseline,1850541
Lotus,6200166
Baseline,1940000
Lotus,7655667
Baseline,1223041
Lotus,5747458
Baseline,1985750
Lotus,6824042
Baseline,1858583
Lotus,6033958
Baseline,1567584
Lotus,5689459
Baseline,1891000
Lotus,5802875
Baseline,763250
Lotus,3428292
Baseline,1589084
Lotus,6207500
Baseline,1537583
Lotus,6972458
Baseline,1635792
Lotus,6845084
Baseline,2086750
Lotus,7197125
Baseline,1252333
Lotus,5272250
Baseline,2231333
Lotus,7758875
Baseline,1123750
Lotus,5544208
Baseline,1942833
Lotus,8058333
Baseline,2110125
Lotus,7205959
Baseline,1743833
Lotus,6420041
Baseline,1603084
Lotus,6149084
Baseline,2143125
Lotus,7514042
Baseline,1043042
Lotus,5128334
Baseline,1987500
Lotus,7643458
Baseline,1975959
Lotus,7996667
Baseline,2390125
Lotus,8662500
Baseline,1626083
Lotus,6442750
Baseline,2226917
Lotus,8992417
Baseline,1835750
Lotus,7164250
Baseline,1657708
Lotus,6246208
Baseline,1873583
Lotus,7022000
Baseline,2246834
Lotus,7994084
Baseline,1454458
Lotus,6390500
Baseline,943542
Lotus,4351084
Baseline,1360958
Lotus,6155208
Baseline,1884667
Lotus,7258958
Baseline,1429750
Lotus,5839125
Baseline,2255959
Lotus,8803667
Baseline,1820834
Lotus,7653459
Baseline,2758584
Lotus,8446125
Baseline,1438333
Lotus,6564333
Baseline,2006125
Lotus,6881084
Baseline,1104417
Lotus,6701917
Baseline,2060708
Lotus,7174125
Baseline,1358292
Lotus,5463375
Baseline,2474750
Lotus,7760208
Baseline,1962625
Lotus,6365208
Baseline,1346708
Lotus,5896583
Baseline,1660125
Lotus,6177792
Baseline,1975459
Lotus,6889584
Baseline,856875
Lotus,4822916
Baseline,2010334
Lotus,6593084
Baseline,1288125
Lotus,5762250
Baseline,2105292
Lotus,7482709
Baseline,1360834
Lotus,5103792
Baseline,1744166
Lotus,8007958
Baseline,1226750
Lotus,6423375
Baseline,764292
Lotus,4884000
Baseline,1211750
Lotus,5279583
Baseline,1033708
Lotus,4970583
Baseline,972125
Lotus,5723416
Baseline,2261542
Lotus,7692417
Baseline,1984625
Lotus,8291250
Baseline,2114292
Lotus,7537167
Baseline,1664083
Lotus,7083125
Baseline,2014916
Lotus,7143708
Baseline,1833667
Lotus,7316125
Baseline,2325833
Lotus,9609375
Baseline,1432917
Lotus,5438125
Baseline,1266666
Lotus,7120041
Baseline,2337291
Lotus,9230875
Baseline,1756625
Lotus,8802125
Baseline,1246625
Lotus,4789333
Baseline,1557250
Lotus,5895583
Baseline,1521708
Lotus,5706916
Baseline,1791958
Lotus,6788208
Baseline,1557750
Lotus,5400750
Baseline,2575958
Lotus,8111250
Baseline,1759708
Lotus,5670417
Baseline,1539333
Lotus,8866708
Baseline,1054458
Lotus,5751250
Baseline,2276833
Lotus,7704541
Baseline,1506334
Lotus,6595584
Baseline,2311375
Lotus,6736459
Baseline,1489667
Lotus,5664792
Baseline,1197791
Lotus,6514666
Baseline,1287083
Lotus,5611916
Baseline,2731250
Lotus,8528750
Baseline,1989709
Lotus,5919084
Baseline,1351250
Lotus,5661333
Baseline,1433875
Lotus,5059625
Baseline,2563042
Lotus,8046125
Baseline,1472666
Lotus,5383250
Baseline,2063500
Lotus,8259459
Baseline,1197375
Lotus,5621417
Baseline,1766209
Lotus,7184042
Baseline,1363250
Lotus,5371083
Baseline,2017833
Lotus,9666375
Baseline,1491209
Lotus,7165750
Baseline,936791
Lotus,5288666
Baseline,1998583
Lotus,5982083
Baseline,2168542
Lotus,8082667
Baseline,1308916
Lotus,5978583
Baseline,2129917
Lotus,7164583
Baseline,1566834
Lotus,6625334
Baseline,1762542
Lotus,6559875
Baseline,2300250
Lotus,8700084
Baseline,2064125
Lotus,9634916
Baseline,1939333
Lotus,6738291
Baseline,1809916
Lotus,6397500
Baseline,1518250
Lotus,5606958
Baseline,2064458
Lotus,7236958
Baseline,1466625
Lotus,5577458
Baseline,2308625
Lotus,7763542
Baseline,2086125
Lotus,6900292
Baseline,2166916
Lotus,7899291
Baseline,1854750
Lotus,6453125
Baseline,2215000
Lotus,7667458
Baseline,1916667
Lotus,7074084
Baseline,2433500
Lotus,7798333
Baseline,1609084
Lotus,6405375
Baseline,1951583
Lotus,8942791
Baseline,1496834
Lotus,6386750
Baseline,1425500
Lotus,5871083
Baseline,1191958
Lotus,5642000
Baseline,10813917
Lotus,16257375
Baseline,1455833
Lotus,5566000
Baseline,1970208
Lotus,8870583
Baseline,1995625
Lotus,6302292
Baseline,2101333
Lotus,7312250
Baseline,1343958
Lotus,5769000
Baseline,2012875
Lotus,7119500
Baseline,1359333
Lotus,5589750
Baseline,1892666
Lotus,8305083
Baseline,1573083
Lotus,5872625
Baseline,2173084
Lotus,7229292
Baseline,1451041
Lotus,5132625
Baseline,1604541
Lotus,6048416
Baseline,1770625
Lotus,5876167
Baseline,1926833
Lotus,7946042
Baseline,1293417
Lotus,5529792
Baseline,2285708
Lotus,10960458
Baseline,1477792
Lotus,5677917
Baseline,2013667
Lotus,8967167
Baseline,1948959
Lotus,6687875
Baseline,2226042
Lotus,7627333
Baseline,1958666
Lotus,6367541
Baseline,1919333
Lotus,6979250
Baseline,2238333
Lotus,7733542
Baseline,1565041
Lotus,6439958
Baseline,1708791
Lotus,6786416
Baseline,2256416
Lotus,7563166
Baseline,1836625
Lotus,7051791
Baseline,2213417
Lotus,9058583
Baseline,1595042
Lotus,5859792
Baseline,2414125
Lotus,7657083
Baseline,1226500
Lotus,5979042
Baseline,2400334
Lotus,7770709
Baseline,1570958
Lotus,6018083
Baseline,1678416
Lotus,6442500
Baseline,1430833
Lotus,5425875
Baseline,2191959
Lotus,8236250
Baseline,1514709
Lotus,6647834
Baseline,1896334
Lotus,7583542
Baseline,1296125
Lotus,6038666
Baseline,2358625
Lotus,7935417
Baseline,1485375
Lotus,6586958
Baseline,2131125
Lotus,9729709
Baseline,1490667
Lotus,5941208
Baseline,1814542
Lotus,7215250
Baseline,1263375
Lotus,5609791
Baseline,1880042
Lotus,7126125
Baseline,1378542
Lotus,5602167
Baseline,1959250
Lotus,6976334
Baseline,1315625
Lotus,5990375
Baseline,1940916
Lotus,7119416
Baseline,1909958
Lotus,6165250
Baseline,2084500
Lotus,7135916
Baseline,965917
Lotus,5556542
Baseline,2106792
Lotus,7714250
Baseline,1297917
Lotus,5506334
Baseline,2398000
Lotus,9426125
Baseline,1380583
Lotus,4745167
Baseline,2052375
Lotus,10210959
Baseline,1074500
Lotus,6168416
Baseline,1667166
Lotus,6973250
Baseline,1578959
Lotus,5893292
Baseline,2102459
Lotus,8562542
Baseline,1051458
Lotus,4571166
Baseline,2154750
Lotus,8595834
Baseline,1767250
Lotus,5985625
Baseline,1962959
Lotus,9376917
Baseline,1205084
Lotus,6029959
Baseline,1998625
Lotus,7492291
Baseline,1559291
Lotus,21732250
Baseline,1571958
Lotus,6958750
Baseline,1654667
Lotus,6432542
Baseline,2246125
Lotus,7443958
Baseline,1898125
Lotus,6643459
Baseline,1266208
Lotus,4774916
Baseline,993583
Lotus,6242333
Baseline,2270750
Lotus,11048208
Baseline,1920958
Lotus,6158625
Baseline,2975042
Lotus,9267959
Baseline,1358542
Lotus,5920000
Baseline,1915833
Lotus,6979500
Baseline,1473791
Lotus,5400416
Baseline,1226625
Lotus,7276083
Baseline,1233417
Lotus,4971292
Baseline,1611208
Lotus,6039541
Baseline,1242458
Lotus,5168917
Baseline,2392000
Lotus,8922792
Baseline,1281625
Lotus,5542792
Baseline,1968458
Lotus,7907458
Baseline,1330375
Lotus,5519125
Baseline,1948541
Lotus,7105333
Baseline,1037875
Lotus,5136375
Baseline,2259750
Lotus,9092958
Baseline,1203417
Lotus,4919500
Baseline,2081625
Lotus,8330208
Baseline,1298750
Lotus,6175667
Baseline,1917583
Lotus,7827791
Baseline,1431542
Lotus,5573917
Baseline,2098917
Lotus,7034625
Baseline,1168125
Lotus,5252417
Baseline,2153333
Lotus,9478292
Baseline,1154250
Lotus,4829083
Baseline,2006250
Lotus,11807416
Baseline,1498542
Lotus,5888125
Baseline,2222375
Lotus,7446500
Baseline,1736292
Lotus,6719958
Baseline,994375
Lotus,5880916
Baseline,1366625
Lotus,5656167
Baseline,2583667
Lotus,8437417
Baseline,2025292
Lotus,6231125
Baseline,2019292
Lotus,8944917
Baseline,2214375
Lotus,6377917
Baseline,1258000
Lotus,6106750
Baseline,1355334
Lotus,7221417
Baseline,1827291
Lotus,8731583
Baseline,964833
Lotus,5217875
Baseline,2448209
Lotus,8373834
Baseline,1006750
Lotus,6008167
Baseline,1970292
Lotus,7250583
Baseline,1149084
Lotus,6201875
Baseline,2039250
Lotus,9234000
Baseline,1793959
Lotus,6962042
Baseline,1891792
Lotus,7277833
Baseline,1396000
Lotus,5020458
Baseline,2658625
Lotus,7578041
Baseline,1171458
Lotus,5191708
Baseline,2107417
Lotus,6478375
Baseline,1301709
Lotus,5659792
Baseline,2182916
Lotus,7309666
Baseline,938875
Lotus,4876166
Baseline,2223625
Lotus,9541500
Baseline,1148667
Lotus,4709792
Baseline,1886125
Lotus,7135375
Baseline,1375333
Lotus,8141458
Baseline,2113625
Lotus,8791166
Baseline,1911416
Lotus,8507791
Baseline,2009375
Lotus,7582250
Baseline,2418750
Lotus,6579125
Baseline,1046959
Lotus,5827000
Baseline,1162958
Lotus,5095125
Baseline,2215584
Lotus,12733875
Baseline,1670500
Lotus,6647250
Baseline,2129250
Lotus,7987000
Baseline,2558542
Lotus,8044125
Baseline,1255334
Lotus,6256584
Baseline,1427875
Lotus,5461500
Baseline,1912209
Lotus,7217375
Baseline,1350375
Lotus,5237042
Baseline,2470042
Lotus,7866542
Baseline,1675500
Lotus,5431916
Baseline,1406125
Lotus,5241500
Baseline,1274625
Lotus,5023125
Baseline,1923291
Lotus,7560125
Baseline,1091458
Lotus,4735125
Baseline,1850958
Lotus,7234500
Baseline,827958
Lotus,5595250
Baseline,1076542
Lotus,6186333
Baseline,1760375
Lotus,6021791
Baseline,2124875
Lotus,7544625
Baseline,1292583
Lotus,5344750
Baseline,2055916
Lotus,7362250
Baseline,2059000
Lotus,5768708
Baseline,1923000
Lotus,7240875
Baseline,2480458
Lotus,6387458
Baseline,1345542
Lotus,5213167
Baseline,1155333
Lotus,6104917
Baseline,1910541
Lotus,6721333
Baseline,1167541
Lotus,5085416
Baseline,2369625
Lotus,8192750
Baseline,1388250
Lotus,5197792
Baseline,2047250
Lotus,7961375
Baseline,1090375
Lotus,5061958
Baseline,2165417
Lotus,7281875
Baseline,1204583
Lotus,5510875
Baseline,1970041
Lotus,7168625
Baseline,1785834
Lotus,7895667
Baseline,2070125
Lotus,9115750
Baseline,1522667
Lotus,5615333
Baseline,1718166
Lotus,7908250
Baseline,1296333
Lotus,6113458
Baseline,2074458
Lotus,8389291
Baseline,1663917
Lotus,6145209
Baseline,1969000
Lotus,8207584
Baseline,1012083
Lotus,4494833
Baseline,1979708
Lotus,7989458
Baseline,1464083
Lotus,6387375
Baseline,2190333
Lotus,7425208
Baseline,1725875
Lotus,5669167
Baseline,1820500
Lotus,6096958
Baseline,1182209
Lotus,5483417
Baseline,2048875
Lotus,8168000
Baseline,1514042
Lotus,7588542
Baseline,2382125
Lotus,7924083
Baseline,1687042
Lotus,7670208
Baseline,2112583
Lotus,8449500
Baseline,1368667
Lotus,5373917
Baseline,2055000
Lotus,7342125
Baseline,1954500
Lotus,6676250
Baseline,2169625
Lotus,7486417
Baseline,1761709
Lotus,5907792
Baseline,1434583
Lotus,6669500
Baseline,2396834
Lotus,6496167
Baseline,688125
Lotus,4502792
Baseline,1629875
Lotus,6882125
Baseline,2097791
Lotus,7554791
Baseline,1545500
Lotus,6772542
Baseline,2155041
Lotus,7662250
Baseline,1395125
Lotus,5948042
Baseline,797833
Lotus,4957833
Baseline,1138000
Lotus,4996417
Baseline,1954750
Lotus,7142625
Baseline,1500125
Lotus,5588750
Baseline,2072583
Lotus,7564958
Baseline,1223166
Lotus,6422875
Baseline,2299333
Lotus,12191042
Baseline,1381625
Lotus,6720458
Baseline,2215959
Lotus,8528209
Baseline,1335583
Lotus,5433625
Baseline,1911958
